,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
53,Shallow,85.06097561,23.40918,90.94635,6.7,6.56896425,-22.820161290322577,9.780288963,0.0,402.0,28.4,0.748225806451613,2.41,168.36,79.875,0.558,0.27,489.38468,0.0,17.059,2.6,0.0511265,0.09084828387951807,0.0,0.0841371,29.44,1.142676,4.12,10.74,0.0945359,51.11492,134.4411,0.0664254,21.63796,46.29008783,0.1559547,290.682,0.0,0.0,0.5947,0.0,0.0
54,Shallow,101.2195122,23.40135,90.92304,6.6,6.56896425,-22.820161290322577,13.87001824,0.0,688.0,28.1,0.748225806451613,3.184,183.0,146.615,0.248,4.05,1143.0212,0.033398742,28.1088,70.4999,0.1009578,0.09084828387951807,0.0,0.0566333,31.54,0.9117819,8.23,10.66,0.2605625,107.4938,308.2539,0.8895005,16.3446,34.96600278,0.1421066,163.6407,0.0,0.4828,1.5468,0.0,0.0
55,Shallow,82.31707317,23.40716,90.92225,6.6,6.56896425,-22.820161290322577,14.69897356,0.0,837.0,28.1,0.748225806451613,2.563,183.0,199.865,0.186,3.95,0.0,0.00074704,32.9029,2.6,0.0975631,0.09084828387951807,0.0,0.07788,21.03,2.629741,10.06,17.08,0.220188,141.646,307.0781,0.5421469,18.48161,39.53770827,0.123644,132.0986,0.0,0.7151,8.7356,0.0,7.611
56,Shallow,27.43902439,23.4371,91.04623,6.9,6.56896425,-22.820161290322577,15.53161705,0.0,532.0,26.5,0.748225806451613,3.229,258.16,62.125,0.124,12.45,3803.22684,0.0,23.1666,122.5011,0.0377202,0.09084828387951807,0.0,0.0397578,31.54,4.21749,11.89,38.74,0.3188861,16.09331,1266.832,0.0680618,12.83223,27.45198964,0.1867121,35.757,0.0,0.0,4.6449,0.0,7.8965
57,Shallow,22.86585366,23.4637,91.0351,7.0,6.56896425,-22.820161290322577,-13.58239834,0.0,979.0,26.8,0.748225806451613,3.208,336.72,151.23,2.48,4.25,3380.33964,0.036327396,28.254,281.2065,0.0762004,0.09084828387951807,0.0,0.0458986,58.87,3.525077,22.87,73.32,0.362852,32.21723,1112.154,1.746835,9.196615,19.67431847,0.3844861,37.1306,0.0,0.0,4.6026,0.0,6.606
58,Shallow,86.8902439,23.46285,91.02045,6.5,6.56896425,-22.820161290322577,6.574090424,0.0,1725.0,28.2,0.748225806451613,1.82,414.25,422.13,0.806,2.9,636.16944,0.301733964,15.1711,6.0993,0.1053064,0.09084828387951807,0.0,0.0580217,46.26,1.120074,3.66,11.74,0.2568024,250.56,242.1472,1.346254,8.648137,18.50095948,0.1218207,314.9714,0.0,0.5043,8.456,0.0,7.786
59,Shallow,21.34146341,23.4779,91.0048,7.1,6.56896425,-22.820161290322577,-14.28042026,0.0,846.0,27.2,0.748225806451613,5.669,387.96,142.355,2.542,1.1,12980.49196,0.091420952,13.651,226.0341,0.2559817,0.09084828387951807,0.0,0.0491949,16.82,1.305193,11.89,25.13,0.032796,164.6463,4268.237,0.1238466,13.56882,29.02777663,0.1452949,18.0585,0.0,0.5792,3.4747,0.0,3.0749
60,Shallow,80.79268293,23.48855,90.95615,6.7,6.56896425,-22.820161290322577,16.36795657,0.0,2100.0,28.0,0.748225806451613,2.467,190.32,622.315,0.062,23.7,465.17592,0.05640796,30.3019,2.6,0.1669124,0.09084828387951807,0.0,0.0562905,32.59,0.8960544,45.75,55.17,0.6016347,385.4209,119.2232,10.08324,12.59649,26.94767106,0.2374551,39.4879,0.0,0.9122,3.3821,0.0,4.4756
61,Shallow,30.48780488,23.49181,90.97609,7.1,6.56896425,-22.820161290322577,-16.35418165,0.0,610.0,27.6,0.748225806451613,6.332,307.44,26.625,2.728,0.45,7092.86024,0.053185126,20.9691,321.6198,0.1062294,0.09084828387951807,0.0,0.0578601,30.49,2.202592,18.3,39.38,0.0793299,38.7783,2333.594,0.187185,13.26639,28.38078813,0.2210972,15.7116,0.0,0.0,5.1281,0.0,4.1529
62,Shallow,22.86585366,23.49005,90.98838,6.9,6.56896425,-22.820161290322577,2.647497548,0.0,418.0,27.7,0.748225806451613,3.366,212.28,44.375,1.116,0.3,2799.63584,0.04017916,18.8845,200.622,0.0483093,0.09084828387951807,0.0,0.0402656,31.54,2.477169,36.6,23.49,0.0919505,9.953379,1837.672,0.1501897,13.0206,27.85496958,0.194685,22.2213,0.0,0.0,1.0423,0.0,2.8313
63,Shallow,30.48780488,23.48674,91.00695,7.4,6.56896425,-22.820161290322577,1.872921031,0.0,417.0,27.6,0.748225806451613,6.894,204.96,35.5,1.178,0.66,19626.86912,0.048488177,18.8631,230.4788,0.1755178,0.09084828387951807,0.0,0.0421901,14.72,0.9457004,6.86,3.84,0.0175167,71.6,6425.779,0.191814,12.37654,26.47713202,0.045745,18.5182,0.0,0.7434,2.2237,0.0,0.0
64,Shallow,21.34146341,23.46442,90.96912,7.0,6.56896425,-22.820161290322577,-4.938906341,0.0,361.0,27.2,0.748225806451613,4.661,161.04,35.5,1.736,0.42,6783.0494,0.0,19.7853,380.3092,0.0716873,0.09084828387951807,0.0,0.1270326,33.64,1.0493,10.52,10.0,0.0700398,28.24,2247.533,0.1587772,9.91183,21.20437792,0.1290877,27.9572,0.0,0.0,1.9042,0.0,3.1136
65,Shallow,27.43902439,23.4586,90.96954,6.9,6.56896425,-22.820161290322577,-38.93731917,0.0,2250.0,27.5,0.748225806451613,10.88,512.4,528.95,4.96,2.5,6707.35872,0.03352664,5.5666,301.6353,0.3624801,0.09084828387951807,0.0,0.0122838,42.05,0.0081028,27.45,46.97,0.0024926,432.6965,1977.592,0.391982,10.78539,23.07318483,0.3112466,1.5736,0.0,0.7304,0.9744,0.0,4.8799
66,Shallow,82.31707317,23.4488,90.98296,6.9,6.56896425,-22.820161290322577,8.169939187,0.0,811.0,28.0,0.748225806451613,4.213,248.88,133.48,0.682,2.7,5256.05888,0.0,22.6655,374.5468,0.0983635,0.09084828387951807,0.0,0.0380065,27.33,2.346045,18.3,36.42,0.5164075,84.85507,1768.664,0.2016967,9.496643,20.31616837,0.2293092,73.2081,0.0,0.0,2.1919,0.0,3.3278
67,Shallow,24.3902439,23.43532,90.95893,6.9,6.56896425,-22.820161290322577,-38.36565244,0.0,1837.0,27.5,0.748225806451613,10.49,431.88,422.095,4.898,2.3,9353.46812,0.140544886,22.2918,340.3117,0.3505603,0.09084828387951807,0.0,0.0533509,29.44,1.880136,32.02,46.12,0.0665618,331.245,3067.606,0.2337125,13.01146,27.83541638,0.2708548,10.8712,0.0,0.812,1.6544,0.0,3.6095
68,Shallow,23.7804878,23.41788,90.98266,6.8,6.56896425,-22.820161290322577,0.334447135,0.0,813.0,27.8,0.748225806451613,1.602,439.2,26.625,1.302,1.35,63.43308,0.0,1.8434,2.6,0.0083066,0.09084828387951807,0.0,0.0565651,34.69,0.0050743,18.3,63.65,0.0017382,17.21,8.0,0.099418,14.82,31.21,0.0039513,6.9041,0.0,0.0,0.0,0.0,0.0
69,Shallow,91.46341463,23.41858,90.94399,6.9,6.56896425,-22.820161290322577,-12.88097924,0.0,693.0,27.2,0.748225806451613,4.158,278.16,97.625,2.418,1.5,6460.36808,0.0,15.7316,165.4349,0.1010478,0.09084828387951807,0.0,0.0492762,25.23,1.866041,18.3,27.94,0.1524382,77.71452,2143.364,0.0865917,13.18936,28.21599785,0.1569935,121.2383,0.0,0.0,0.6894,0.0,2.9824
70,Shallow,91.46341463,23.45919,90.94664,6.8,6.56896425,-22.820161290322577,-44.4857422,0.0,538.0,27.3,0.748225806451613,1.587,146.4,124.605,5.58,6.65,491.22332,0.0,15.6896,2.6,0.0319977,0.09084828387951807,0.0,0.0718202,31.54,1.589834,4.57,14.95,0.16,64.40603,121.2084,1.942777,21.05995,45.05355104,0.1773753,51.9328,0.0,0.0,0.6502,0.0,0.0
71,Shallow,19.81707317,23.47056,90.93983,7.1,6.56896425,-22.820161290322577,-33.68040196,0.0,1073.0,27.3,0.748225806451613,7.416,351.36,186.73,4.402,2.2,11426.84116,0.049175969,14.2205,342.243,0.2268593,0.09084828387951807,0.0,0.0620687,18.92,1.073528,18.3,18.97,0.0645443,188.4364,3750.682,0.1792951,13.7729,29.46436497,0.1349226,27.5104,0.0,0.9605,33.7119,0.0,8.1139
72,Shallow,71.64634146,23.5025,90.9368,6.9,6.56896425,-22.820161290322577,7.370206111,0.0,1005.0,27.9,0.748225806451613,1.409,67.71,235.12,0.744,3.9,86.10964,0.081684058,16.9308,2.6,0.0380109,0.09084828387951807,0.0,0.0590698,31.54,0.834408,4.57,14.34,0.5656802,131.2928,26.7287,0.1479662,10.68629,22.8611802,0.1200124,47.2582,0.0,0.0,6.0444,0.0,6.0005
73,Shallow,114.3292683,23.48262,91.02436,7.1,6.56896425,-22.820161290322577,9.780288963,0.0,815.0,27.8,0.748225806451613,2.274,424.56,79.875,0.558,3.2,963.14092,0.0018032,13.8137,2.6,0.223062,0.09084828387951807,0.0,0.0492042,21.03,0.2645338,3.2,6.71,0.2935408,194.4303,247.2942,1.543737,13.45063,28.77493276,0.0630106,207.5401,0.0,0.0,3.918,0.0,7.3276
74,Shallow,22.86585366,23.48596,90.90293,7.0,6.56896425,-22.820161290322577,-66.26098212,0.0,2980.0,27.1,0.748225806451613,17.659,644.16,813.305,8.432,2.4,12526.04144,0.11183704,18.8918,249.835,0.4208477,0.09084828387951807,0.0,0.1234349,56.77,3.637394,27.45,66.67,0.1082592,591.5114,4061.281,0.4057801,14.20286,30.3841784,0.4197947,42.6764,0.0,1.1863,2.8308,0.0,7.4469
75,Shallow,26.2195122,23.47866,90.89435,7.2,6.56896425,-22.820161290322577,-69.45575774,0.0,3090.0,27.0,0.748225806451613,13.506,409.92,959.92,8.928,4.2,8395.84312,0.125585152,15.8473,535.2499,0.4341579,0.09084828387951807,0.0,0.0964651,50.48,5.450363,32.02,99.8,0.1280495,532.6148,2779.958,0.2991685,11.06518,23.67173957,0.5509774,19.6132,0.0,0.8754,1.4407,0.0,4.3144
76,Shallow,79.26829268,23.45462,90.89451,7.2,6.56896425,-22.820161290322577,14.69897356,0.0,1142.0,27.7,0.748225806451613,2.536,375.76,235.365,0.186,3.5,1724.03144,0.0,38.2787,12.5918,0.3121429,0.09084828387951807,0.0,0.0359637,12.62,0.4218704,5.49,3.29,0.0210994,131.8729,494.3598,0.0712159,7.096235,15.18097554,0.0185155,60.2445,0.0,0.0,0.9512,0.0,0.0
77,Shallow,27.27272727,23.50662,90.91072,6.97,6.56896425,-128.0,-6.915089299799998,0.0,1860.0,29.4,0.32,16.8,427.732,537.4155,36.81125,0.4305,589.0,0.0,102.231,460.7665,0.12451729210526315,0.387165022,0.0,0.0433568,34.53185,3.72503,13.0827,50.9301,0.06721325,439.792,3998.945,0.371159,15.606,33.3859158,0.4020335,73.78085,0.0,1.26091,3.49669,0.0,3.97125
78,Shallow,29.09090909,23.51257,90.90732,7.14,6.56896425,-141.0,-6.915089299799998,0.0,1920.0,29.9,0.16,19.59,411.14,563.19,46.8,0.779,1509.0,0.712623145,27.6089,542.4225,0.12451729210526315,0.351366035,0.0,0.03143,52.92015,0.9477105,13.90425,76.2041,0.0997521,383.098,1364.07,0.31537,14.9454,31.97269422,0.51024,11.0439,0.0,0.890173,2.15101,0.0,2.61688
79,Shallow,30.3030303,23.50394,90.93749,7.65,6.56896425,-116.0,-6.915089299799998,0.0,1740.0,29.7,0.27,4.82,304.268,580.9245,1.04675,22.547,0.0,19.39,176.9975,403.8175,0.12451729210526315,0.378442655,0.0,0.02948925,38.31235,2.81838,5.241715,36.9973,0.310044,425.62,2302.355,0.156491,14.3116,30.61680588,0.234077,33.7688,0.0,0.897422,4.47558,0.0,3.58527
80,Deep,257.5757576,23.56411,91.05645,6.25,6.56896425,-39.0,-6.915089299799998,0.0,4990.0,30.5,0.24,1.8,58.56,1358.65,3.5475,158.649,0.0,0.0,122.501,8.91648,0.12451729210526315,0.361999112,0.0,0.08706645,244.0335,9.27,13.19975,213.2385,0.8677845,399.53,273.6935,50.9783,23.4111,50.08336623,2.02919,62.6999,0.0,1.34614,5.25372,0.0,4.82826
81,Shallow,50.0,23.5639,91.05766,6.65,6.56896425,-134.0,-6.915089299799998,0.0,319.0,31.4,0.16,8.41,127.368,55.84,10.6495,3.7892,0.0,0.0,267.05,11.9841,0.12451729210526315,0.050827686,0.0,0.0539918,20.41275,5.50683,3.34954,12.3649,0.191579,34.7626,775.6395,0.517778,28.2966,60.53491638,0.1378905,512.6025,0.0,1.056805,4.79174,0.0,4.07492
82,Shallow,57.57575758,23.5624,91.05637,6.6,6.56896425,-134.0,-6.915089299799998,0.0,373.0,29.9,0.31,2.91,167.14,28.7194,9.0557,0.3133,45.9,0.0,218.9705,53.0687,0.12451729210526315,0.028877443,0.0,0.0336335,27.6803,10.3126,2.67566,24.0206,0.319462,15.6846,904.931,0.0830553,18.4223,39.41082639,0.2390655,29.55115,0.0,0.637011,2.23806,0.0,0.0
83,Shallow,27.27272727,23.56865,91.04143,6.41,6.56896425,-72.0,-6.915089299799998,0.0,780.0,29.1,0.91,3.46,134.444,143.3062,19.9853,0.6458,0.0,0.0,102.7123,69.4105,0.12451729210526315,0.131880752,0.0,0.0659833,16.11775,5.563045,3.57662,10.6967,0.07907505,111.018,684.991,0.0795485,19.9822,42.74792046,0.1419295,89.06345,0.0,0.757587,8.509495,0.0,4.87499
84,Shallow,90.90909091,23.56967,91.03861,6.87116129032258,6.39636,-109.0,-6.915089299799998,0.0,1041.0,29.5,0.18,4.68,304.024,128.419,24.62375,0.05,1222.0,0.0,125.315,107.205,0.12451729210526315,0.158580445,0.0,0.03124815,20.5317,2.73976,8.634285,29.5571,0.0889442,138.431,2888.325,0.148366,19.5838,41.89562334,0.1898855,77.39825,0.0,0.956854,3.44355,0.0,3.95871
85,Shallow,27.27272727,23.5846,91.03165,6.87116129032258,6.45444,-113.0,-6.915089299799998,0.0,588.0,29.3,0.37,3.05,269.376,26.5502,15.7038,0.3214,618.0,0.0,266.1335,197.035,0.12451729210526315,0.033160819,0.0,0.0244892,29.91855,3.922365,4.26246,32.0195,0.1598365,19.36,2025.385,0.146499,18.8483,40.32216819,0.1946965,93.76705,0.0,0.887185,3.82321,0.0,3.12899
86,Shallow,27.27272727,23.60098,90.9933,6.87116129032258,6.650617,-104.0,-6.915089299799998,0.0,453.0,29.4,0.51,4.13,212.036,17.2868,11.15985,0.5268,445.5,0.0,158.277,214.0945,0.12451729210526315,0.037925623,0.0,0.0273109,35.5149,3.64203,5.164675,19.53,0.1227665,23.4752,2284.775,0.108112,19.0885,40.83602805,0.2755515,50.698,0.0,0.819022,3.50082,0.0,3.73539
87,Shallow,24.24242424,23.62663,90.97089,7.12,6.56896425,-126.0,-6.915089299799998,0.0,973.0,29.4,0.19,4.78,354.288,82.024,21.6835,0.4615,3098.5,0.0,217.9005,280.286,0.12451729210526315,0.152589524,0.0,0.0183113,16.37175,1.487915,7.038455,27.0415,0.0670006,132.17,4313.175,0.167683,17.7754,38.02691322,0.1596825,70.63825,0.0,1.05658,4.328635,0.0,3.40173
88,Deep,212.1212121,23.6275,90.97053,6.37,6.56896425,-15.0,-6.915089299799998,0.0,2640.0,29.6,0.71,2.59,108.092,732.688,2.909,25.839,0.0,0.215558356,231.0615,15.2561,0.12451729210526315,0.332312276,0.0,0.1864415,92.31955,3.7407,5.315965,37.3415,0.361856,354.511,274.7855,9.251274,25.4316,54.40582188,0.6444475,345.3375,0.0,1.24212,4.37433,0.0,3.65113
89,Shallow,50.0,23.70165,91.04601,6.87116129032258,6.77444,-83.0,-6.915089299799998,0.0,759.0,28.8,0.34,3.38,314.516,68.563,10.6903,0.364,179.0,0.0,220.8735,112.29,0.12451729210526315,0.071846416,0.0,0.2685865,34.01835,1.738665,5.389135,44.1405,0.7776625,53.6204,845.0905,0.167125,10.4434,22.34156562,0.296403,82.6626,0.0,0.978027,4.17712,2.68558,4.52418
90,Shallow,27.27272727,23.6629,90.9964,7.32,6.56896425,-134.0,-6.915089299799998,0.0,1076.0,29.0,0.17,10.29,272.792,32.531,14.95175,1.158,1459.0,0.0,189.2745,199.2375,0.12451729210526315,0.102557066,0.0,0.03068945,17.43615,2.63828,4.827615,19.9144,0.1143875,82.292,3208.975,0.210922,17.4982,37.43389926,0.1415885,144.3595,0.0,0.975472,6.50473,0.0,5.61856
91,Deep,225.7575758,23.67105,91.01741,6.27,6.56896425,-25.0,-6.915089299799998,0.0,548.0,29.3,0.91,2.31,94.916,115.3822,2.7528,3.4414,0.0,0.732037826,574.003,17.00115,0.12451729210526315,0.051372889,0.0,0.07156175,41.8147,1.805045,3.06388,16.8984,0.3214555,35.2443,223.2635,1.25217,26.9465,57.64664745,0.2889025,603.602,0.0,1.54478,7.334765,0.0,3.710085
92,Shallow,19.6969697,23.68879,91.03846,7.17,6.56896425,-10.0,-6.915089299799998,0.0,551.0,29.1,0.27,9.97,267.668,18.3122,12.1353,0.7024,457.4,0.0,218.055,117.241,0.12451729210526315,0.02710522,0.0,0.05183315,28.3109,4.055875,21.8091,31.5258,0.122719,14.1705,2207.005,0.23649,18.7738,40.16279034,0.2813295,135.2245,0.0,0.829142,10.43465,0.0,3.10447
93,Deep,193.9393939,23.66851,91.03066,6.46,6.56896425,-21.0,-6.915089299799998,0.0,1076.0,28.9,0.33,1.46,121.024,267.552,1.84025,3.466,0.0,0.162725173,119.8745,2.6,0.12451729210526315,0.121516167,0.0,0.12711,63.56675,5.712695,3.04334,23.5978,0.309828,100.706,319.3985,1.05075,29.4463,62.99446959,0.409966,100.1665,0.0,0.638562,4.25121,0.0,3.06706
94,Shallow,43.93939394,23.67759,91.03634,7.54,6.56896425,-126.0,-6.915089299799998,0.0,661.0,29.1,0.21,3.08,355.996,18.3844,17.2401,0.4858,1191.6,0.628883645,230.6985,330.052,0.12451729210526315,0.112853672,0.0,0.0882301,14.5557,1.815675,6.49331,28.8614,0.4490015,92.222,2301.01,0.119918,7.2192,15.44403456,0.1725025,92.21055,0.0,0.99481,10.9139,2.37465,5.24939
95,Shallow,46.96969697,23.65418,91.04388,7.19,6.56896425,-23.0,-6.915089299799998,0.0,1337.0,28.6,0.13,2.42,412.36,215.851,9.14475,0.2865,0.0,0.127179688,186.887,6.6872,0.12451729210526315,0.211443119,0.0,0.09842305,31.77905,0.373493,4.08389,37.9495,1.39348,196.687,314.694,0.109782,10.5695,22.61133135,0.279469,92.7534,0.0,0.766743,3.94276,0.0,3.34768
96,Shallow,33.33333333,23.65415,90.97332,7.29,6.56896425,-112.0,-6.915089299799998,0.0,459.0,29.0,0.22,4.59,208.132,49.8711,15.64025,2.2047,1593.6,0.0,181.1685,367.5355,0.12451729210526315,0.035622922,0.0,0.0229342,22.54605,2.321825,5.419865,30.9972,0.09099725,21.4829,3136.38,0.184313,17.1338,36.65433834,0.1765865,81.601,0.0,0.703014,3.97433,0.0,3.32954
97,Shallow,27.27272727,23.60118,90.9805,7.25,6.56896425,-119.0,-6.915089299799998,0.0,497.0,28.8,0.53,9.12,194.224,34.9745,22.50555,2.851,730.2,0.0,165.4835,233.403,0.12451729210526315,0.036793898,0.0,0.03229885,25.5016,3.94171,5.37422,31.2974,0.1507775,22.4952,2643.585,0.15682,20.602,44.0738586,0.200296,55.81415,0.0,0.850481,12.03045,0.0,5.30503
98,Shallow,33.33333333,23.50476,91.00857,7.22,6.56896425,-111.0,-6.915089299799998,0.0,982.0,26.4,0.57,4.38,308.904,152.793,18.0225,0.337,408.5,0.0,217.979,259.886,0.12451729210526315,0.151357024,0.0,0.03080455,30.12375,3.80159,7.328015,36.9928,0.107677,130.89,2211.97,0.202357,15.4143,32.97581199,0.2347725,115.426,0.0,0.907241,4.37469,0.0,2.92092
99,Shallow,33.33333333,23.51932,91.01157,6.66,6.56896425,-17.0,-6.915089299799998,0.0,1286.0,26.8,0.91,12.74,251.564,318.6375,2.006,1.3005,0.0,3.16896034,229.217,10.6085,0.12451729210526315,0.215994916,0.0,0.2276375,44.4587,4.41139,5.195025,22.7498,1.585195,201.974,196.5925,0.609399,17.689,37.8420777,0.291851,97.74895,0.0,1.54018,6.446265,0.0,9.56175
100,Deep,212.1212121,23.5358,91.00585,6.33,6.56896425,21.0,-6.915089299799998,0.0,1286.0,27.4,1.33,2.73,87.108,360.4115,0.91,24.766,0.0,0.052507243,238.3575,6.48714,0.12451729210526315,0.168650237,0.0,0.1497315,69.4156,7.648455,3.82805,31.1903,0.6324315,149.104,84.27895,9.219665,28.7512,61.50744216,0.437487,786.4615,0.0,0.948307,5.71049,0.0,3.61642
101,Shallow,34.84848485,23.55225,90.98376,7.3,6.56896425,-94.0,-6.915089299799998,0.0,552.0,26.4,0.51,9.71,224.724,44.89,29.1938,2.4064,1598.4,0.0,451.9695,353.397,0.12451729210526315,0.063138364,0.0,0.0450367,27.00595,2.04902,5.32217,31.3198,0.1148635,45.7352,2917.3,0.663896,17.9313,38.36043009,0.200858,135.487,0.0,1.52831,9.161116,0.0,4.92101
102,Shallow,81.81818182,23.69061,90.984,7.15,6.56896425,-46.0,-6.915089299799998,0.0,500.0,27.4,0.13,3.53,182.024,54.2044,8.2201,0.5562,439.8,0.0,167.081,47.40445,0.12451729210526315,0.099757235,0.0,0.0224335,11.33035,0.9487855,2.92311,8.98835,0.0306402,79.6202,935.8,0.0826307,20.7127,44.31067911,0.09024195,70.44085,0.0,0.781929,2.694655,0.0,2.68886
103,Shallow,27.27272727,23.69063,90.98399,7.08,6.56896425,-81.0,-6.915089299799998,0.0,360.0,26.8,0.44,3.99,161.04,22.2583,3.38855,0.2452,178.4,0.0,169.085,207.916,0.12451729210526315,0.020299631,0.0,0.01855635,22.0923,3.407675,3.48196,23.6679,0.1703265,8.39146,2112.06,0.141446,20.7809,44.45657937,0.1650265,104.6535,0.0,0.913154,4.42545,0.0,8.92573
104,Shallow,27.87878788,23.7654,90.99466,7.23,6.56896425,-121.0,-6.915089299799998,0.0,721.0,26.4,0.16,10.69,348.92,16.939,28.0221,0.3428,1008.6,0.0,221.773,429.5985,0.12451729210526315,0.063370106,0.0,0.0347278,39.4231,3.36475,7.50019,42.12,0.08805335,45.9437,2863.75,0.243157,20.5646,43.99384878,0.321003,100.4214,0.0,1.03436,4.768055,0.0,5.44298
